date,lookback_5d_threshold_0.5pct,lookback_5d_threshold_1.0pct,lookback_5d_threshold_1.5pct,lookback_5d_threshold_2.0pct,lookback_10d_threshold_0.5pct,lookback_10d_threshold_1.0pct,lookback_10d_threshold_1.5pct,lookback_10d_threshold_2.0pct,lookback_20d_threshold_0.5pct,lookback_20d_threshold_1.0pct,lookback_20d_threshold_1.5pct,lookback_20d_threshold_2.0pct,lookback_60d_threshold_0.5pct,lookback_60d_threshold_1.0pct,lookback_60d_threshold_1.5pct,lookback_60d_threshold_2.0pct
2006-10-02,-0.009262194048248018,-0.009262194048248018,-0.009262194048248018,-0.009262194048248018,0.009262194048248018,0.009262194048248018,-0.0,-0.0,-0.009262194048248018,0.009262194048248018,0.009262194048248018,0.009262194048248018,,,,
2006-10-03,0.0246004606043686,0.0246004606043686,0.0246004606043686,0.0246004606043686,0.0246004606043686,0.0246004606043686,0.0246004606043686,0.0246004606043686,-0.0246004606043686,0.0246004606043686,0.0246004606043686,0.0246004606043686,,,,
2006-10-04,-0.006675067261519563,-0.006675067261519563,-0.006675067261519563,-0.006675067261519563,-0.006675067261519563,-0.006675067261519563,-0.006675067261519563,0.0,0.006675067261519563,-0.006675067261519563,-0.006675067261519563,-0.006675067261519563,,,,
2006-10-05,-0.007542770939760746,-0.007542770939760746,-0.007542770939760746,-0.007542770939760746,-0.007542770939760746,0.0,0.0,0.0,0.007542770939760746,-0.007542770939760746,-0.007542770939760746,-0.007542770939760746,,,,
2006-10-06,0.009949217535495825,0.009949217535495825,0.009949217535495825,0.009949217535495825,0.009949217535495825,0.009949217535495825,0.009949217535495825,-0.0,-0.009949217535495825,0.009949217535495825,0.009949217535495825,0.009949217535495825,,,,
2006-10-09,-0.018573627501282663,-0.018573627501282663,-0.018573627501282663,-0.018573627501282663,-0.018573627501282663,-0.018573627501282663,0.0,0.0,0.018573627501282663,-0.018573627501282663,-0.018573627501282663,-0.018573627501282663,,,,
2006-10-10,-0.028683953715321397,-0.028683953715321397,-0.028683953715321397,-0.028683953715321397,0.028683953715321397,0.028683953715321397,0.028683953715321397,0.028683953715321397,-0.028683953715321397,0.028683953715321397,0.028683953715321397,0.028683953715321397,,,,
2006-10-11,-0.0,-0.0,-0.0,-0.0,0.02676605116042685,0.02676605116042685,0.02676605116042685,0.02676605116042685,-0.02676605116042685,0.02676605116042685,0.02676605116042685,0.02676605116042685,,,,
2006-10-12,-0.009800362976406518,-0.0,-0.0,-0.0,0.009800362976406518,0.009800362976406518,0.009800362976406518,0.009800362976406518,0.0,-0.0,-0.0,-0.0,,,,
2006-10-13,0.006110711718188444,0.006110711718188444,0.006110711718188444,0.006110711718188444,0.0,0.0,0.0,0.0,-0.006110711718188444,0.006110711718188444,0.0,0.0,,,,
2006-10-16,0.016472135459477122,0.016472135459477122,0.016472135459477122,0.016472135459477122,0.016472135459477122,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,,,
2006-10-17,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,0.03205856789463124,-0.03205856789463124,-0.03205856789463124,-0.03205856789463124,,,,
2006-10-18,0.014899750591131466,0.014899750591131466,0.014899750591131466,0.014899750591131466,0.014899750591131466,0.014899750591131466,0.014899750591131466,0.014899750591131466,-0.014899750591131466,0.014899750591131466,0.014899750591131466,0.014899750591131466,,,,
2006-10-19,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,0.004537533291684381,-0.004537533291684381,-0.004537533291684381,-0.004537533291684381,,,,
2006-10-20,-0.0,-0.0,-0.0,-0.0,-0.008313966809597062,-0.008313966809597062,-0.008313966809597062,-0.008313966809597062,0.008313966809597062,-0.008313966809597062,-0.008313966809597062,-0.008313966809597062,,,,
2006-10-23,-0.0,-0.0,-0.0,-0.0,-0.02535302710598919,-0.02535302710598919,-0.02535302710598919,-0.02535302710598919,0.02535302710598919,-0.02535302710598919,-0.02535302710598919,-0.02535302710598919,,,,
2006-10-24,0.0010764262648008671,0.0010764262648008671,0.0,0.0,0.0010764262648008671,0.0010764262648008671,0.0010764262648008671,0.0010764262648008671,-0.0010764262648008671,0.0010764262648008671,0.0010764262648008671,0.0,,,,
2006-10-25,0.007543103448275801,0.007543103448275801,0.007543103448275801,0.007543103448275801,0.007543103448275801,0.007543103448275801,0.007543103448275801,0.007543103448275801,-0.007543103448275801,0.007543103448275801,0.007543103448275801,0.007543103448275801,,,,
2006-10-26,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,-0.0030018522066808107,,,,
2006-10-27,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,0.025662251655629076,-0.025662251655629076,-0.025662251655629076,-0.025662251655629076,,,,
2006-10-30,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,-0.0021108834668155385,,,,
2006-10-31,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,0.00786816182392669,-0.00786816182392669,-0.00786816182392669,-0.00786816182392669,,,,
2006-11-01,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,0.009927464961888344,-0.009927464961888344,-0.009927464961888344,-0.009927464961888344,,,,
2006-11-02,0.006725706807876208,0.006725706807876208,0.006725706807876208,0.006725706807876208,0.006725706807876208,0.006725706807876208,0.006725706807876208,0.006725706807876208,-0.006725706807876208,0.006725706807876208,0.006725706807876208,0.006725706807876208,,,,
2006-11-03,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,-0.0020834609963846784,,,,
2006-11-06,0.007246376811594235,0.007246376811594235,0.007246376811594235,0.007246376811594235,0.007246376811594235,0.007246376811594235,0.007246376811594235,0.007246376811594235,-0.007246376811594235,0.007246376811594235,0.007246376811594235,0.007246376811594235,,,,
2006-11-07,-0.04416520373279109,-0.04416520373279109,-0.04416520373279109,-0.0,-0.04416520373279109,-0.04416520373279109,-0.04416520373279109,-0.04416520373279109,0.04416520373279109,-0.04416520373279109,-0.04416520373279109,-0.04416520373279109,,,,
2006-11-08,0.02253487891926953,0.0,0.0,0.0,0.02253487891926953,0.02253487891926953,0.02253487891926953,0.02253487891926953,-0.02253487891926953,0.02253487891926953,0.02253487891926953,0.02253487891926953,,,,
2006-11-09,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,-0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,0.0032891758954706196,,,,
2006-11-10,0.01262488646684834,0.0,0.0,0.0,0.01262488646684834,0.01262488646684834,0.01262488646684834,0.01262488646684834,-0.01262488646684834,0.01262488646684834,0.01262488646684834,0.01262488646684834,,,,
2006-11-13,-0.009628062429092754,-0.009628062429092754,-0.0,-0.0,-0.009628062429092754,-0.009628062429092754,-0.009628062429092754,-0.009628062429092754,0.009628062429092754,-0.009628062429092754,-0.009628062429092754,-0.009628062429092754,,,,
2006-11-14,0.0,0.0,0.0,0.0,0.037902025693200114,0.037902025693200114,0.0,0.0,-0.037902025693200114,0.037902025693200114,0.037902025693200114,0.037902025693200114,,,,
2006-11-15,-0.0005366331007923275,-0.0005366331007923275,-0.0,-0.0,-0.0005366331007923275,-0.0005366331007923275,-0.0005366331007923275,-0.0,0.0005366331007923275,-0.0005366331007923275,-0.0005366331007923275,-0.0005366331007923275,,,,
2006-11-16,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,-0.000788743059061181,0.000788743059061181,0.000788743059061181,0.000788743059061181,,,,
2006-11-17,0.034037447507183405,0.034037447507183405,0.034037447507183405,0.034037447507183405,0.034037447507183405,0.034037447507183405,0.034037447507183405,0.034037447507183405,0.034037447507183405,-0.034037447507183405,-0.034037447507183405,-0.034037447507183405,,,,
2006-11-20,0.006565085956822925,0.006565085956822925,0.006565085956822925,0.006565085956822925,0.006565085956822925,0.006565085956822925,0.006565085956822925,0.006565085956822925,0.006565085956822925,-0.006565085956822925,-0.006565085956822925,-0.006565085956822925,,,,
2006-11-21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.025998058488047482,-0.025998058488047482,-0.025998058488047482,-0.025998058488047482,,,,
2006-11-22,-0.0,-0.0,-0.0,-0.0,-0.0026610685668668754,-0.0026610685668668754,-0.0026610685668668754,-0.0,0.0026610685668668754,-0.0026610685668668754,-0.0026610685668668754,-0.0026610685668668754,,,,
2006-11-24,-0.011028869688301635,-0.011028869688301635,-0.011028869688301635,-0.011028869688301635,-0.0,-0.0,-0.0,-0.0,0.011028869688301635,-0.011028869688301635,-0.011028869688301635,-0.011028869688301635,,,,
2006-11-27,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,-0.0029458947061398177,,,,
2006-11-28,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,0.03481067876461341,-0.03481067876461341,-0.03481067876461341,-0.03481067876461341,,,,
2006-11-29,0.01073546356406141,0.01073546356406141,0.01073546356406141,0.01073546356406141,0.01073546356406141,0.01073546356406141,0.01073546356406141,0.01073546356406141,-0.01073546356406141,0.01073546356406141,0.01073546356406141,0.01073546356406141,,,,
2006-11-30,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,0.015425698133575638,-0.015425698133575638,-0.015425698133575638,-0.015425698133575638,,,,
2006-12-01,0.013764547896150336,0.013764547896150336,0.013764547896150336,0.013764547896150336,0.013764547896150336,0.013764547896150336,0.013764547896150336,0.013764547896150336,-0.013764547896150336,0.013764547896150336,0.013764547896150336,0.013764547896150336,,,,
2006-12-04,0.01622602972880982,0.01622602972880982,0.01622602972880982,0.01622602972880982,0.01622602972880982,0.01622602972880982,0.01622602972880982,0.01622602972880982,-0.01622602972880982,0.01622602972880982,0.01622602972880982,0.01622602972880982,,,,
2006-12-05,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,0.005968858131487842,-0.005968858131487842,-0.005968858131487842,-0.005968858131487842,,,,
2006-12-06,0.016539111990139577,0.0,0.0,0.0,0.016539111990139577,0.016539111990139577,0.016539111990139577,0.016539111990139577,-0.016539111990139577,0.016539111990139577,0.016539111990139577,0.016539111990139577,,,,
2006-12-07,0.009414164966482064,0.009414164966482064,0.009414164966482064,-0.0,-0.009414164966482064,-0.009414164966482064,-0.009414164966482064,-0.009414164966482064,0.009414164966482064,-0.009414164966482064,-0.009414164966482064,-0.009414164966482064,,,,
2006-12-08,-0.011029942540351834,-0.011029942540351834,-0.011029942540351834,-0.011029942540351834,0.011029942540351834,0.011029942540351834,0.0,0.0,-0.011029942540351834,0.011029942540351834,0.0,0.0,,,,
2006-12-11,0.0009926717468102808,0.0009926717468102808,0.0009926717468102808,0.0009926717468102808,-0.0009926717468102808,-0.0009926717468102808,-0.0009926717468102808,-0.0009926717468102808,0.0009926717468102808,-0.0009926717468102808,-0.0009926717468102808,-0.0009926717468102808,,,,
2006-12-12,0.0032084001750039004,0.0032084001750039004,0.0032084001750039004,0.0032084001750039004,-0.0,-0.0,-0.0,-0.0,0.0032084001750039004,-0.0032084001750039004,-0.0032084001750039004,-0.0032084001750039004,,,,
2006-12-13,-0.017502543974414975,-0.017502543974414975,0.0,0.0,0.0,0.0,0.0,0.0,-0.017502543974414975,0.017502543974414975,0.017502543974414975,0.017502543974414975,,,,
2006-12-14,-0.013316367295001852,-0.013316367295001852,0.0,0.0,-0.013316367295001852,-0.013316367295001852,-0.013316367295001852,-0.013316367295001852,-0.013316367295001852,0.013316367295001852,0.013316367295001852,0.013316367295001852,,,,
2006-12-15,0.024682841975826708,0.024682841975826708,0.024682841975826708,-0.0,0.024682841975826708,0.024682841975826708,0.024682841975826708,0.024682841975826708,0.024682841975826708,-0.024682841975826708,-0.024682841975826708,-0.024682841975826708,,,,
2006-12-18,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,-0.016917403266405118,0.016917403266405118,0.016917403266405118,0.016917403266405118,,,,
2006-12-19,0.0,0.0,0.0,0.0,-0.015809217577706258,-0.015809217577706258,-0.015809217577706258,-0.015809217577706258,-0.015809217577706258,0.015809217577706258,0.015809217577706258,0.015809217577706258,,,,
2006-12-20,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,-0.001542789726835525,0.001542789726835525,0.001542789726835525,0.001542789726835525,,,,
2006-12-21,0.004605223292734717,0.004605223292734717,0.004605223292734717,0.004605223292734717,0.004605223292734717,0.004605223292734717,0.004605223292734717,0.004605223292734717,0.0,-0.0,-0.0,-0.0,,,,
2006-12-22,0.021322154532842807,0.021322154532842807,0.021322154532842807,0.021322154532842807,0.021322154532842807,0.021322154532842807,0.021322154532842807,0.021322154532842807,-0.021322154532842807,0.021322154532842807,0.021322154532842807,0.021322154532842807,,,,
2006-12-26,0.007795659235198427,-0.0,-0.0,-0.0,0.007795659235198427,0.007795659235198427,0.007795659235198427,0.007795659235198427,-0.007795659235198427,0.007795659235198427,0.007795659235198427,0.007795659235198427,,,,
2006-12-27,-0.0049811011163525265,0.0,0.0,0.0,-0.0049811011163525265,-0.0049811011163525265,0.0,0.0,0.0049811011163525265,-0.0049811011163525265,0.0,0.0,,,,
2006-12-28,0.03775140610736483,0.03775140610736483,0.03775140610736483,0.0,0.0,0.0,0.0,0.0,0.03775140610736483,0.0,0.0,0.0,,,,
2006-12-29,0.02068733359855557,0.02068733359855557,0.02068733359855557,0.02068733359855557,-0.02068733359855557,-0.02068733359855557,0.0,0.0,0.02068733359855557,-0.02068733359855557,-0.02068733359855557,-0.02068733359855557,,,,
2007-01-03,-0.009187212899596786,0.0,0.0,0.0,-0.009187212899596786,-0.009187212899596786,-0.009187212899596786,-0.009187212899596786,0.009187212899596786,-0.009187212899596786,-0.009187212899596786,-0.009187212899596786,0.009187212899596786,0.009187212899596786,0.009187212899596786,0.009187212899596786
2007-01-04,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,-0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,0.00015769388463104939,-0.00015769388463104939,-0.00015769388463104939,-0.00015769388463104939,-0.00015769388463104939
2007-01-05,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,0.006432896064581306,-0.006432896064581306,-0.006432896064581306,-0.006432896064581306,0.006432896064581306,0.006432896064581306,0.006432896064581306,0.006432896064581306
2007-01-08,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,0.011076551986797023,-0.011076551986797023,-0.011076551986797023,-0.011076551986797023,0.011076551986797023,0.011076551986797023,0.011076551986797023,0.011076551986797023
2007-01-09,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,-0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,0.0077987098430629676,-0.0077987098430629676,-0.0077987098430629676,-0.0077987098430629676,-0.0077987098430629676
2007-01-10,0.025221323482580882,0.025221323482580882,0.025221323482580882,0.025221323482580882,0.025221323482580882,0.025221323482580882,0.025221323482580882,0.025221323482580882,-0.025221323482580882,0.025221323482580882,0.025221323482580882,0.025221323482580882,-0.025221323482580882,-0.025221323482580882,-0.025221323482580882,-0.025221323482580882
2007-01-11,-0.008107100701994274,-0.008107100701994274,-0.008107100701994274,0.0,-0.008107100701994274,-0.008107100701994274,-0.008107100701994274,-0.008107100701994274,0.008107100701994274,-0.008107100701994274,-0.008107100701994274,-0.008107100701994274,0.008107100701994274,0.008107100701994274,0.008107100701994274,0.008107100701994274
2007-01-12,-0.004791281746155951,-0.004791281746155951,-0.004791281746155951,-0.0,0.004791281746155951,0.004791281746155951,0.004791281746155951,0.004791281746155951,-0.004791281746155951,0.004791281746155951,0.004791281746155951,0.004791281746155951,-0.004791281746155951,-0.004791281746155951,-0.004791281746155951,-0.004791281746155951
