lookback,threshold,quarter,direction,fit_window_rows,sharpe_momentum,n_trades_momentum,sharpe_reversal,n_trades_reversal,fallback_used
60,0.015,2018Q4,reversal,3052,-0.2545926647405744,2796,0.2545926647405744,2796,False
60,0.02,2007Q1,reversal,95,-3.8008321255220383,75,3.8008321255220383,75,False
60,0.02,2007Q2,reversal,156,-1.790450174901154,127,1.790450174901154,127,False
60,0.02,2007Q3,reversal,219,-1.4445920948037363,180,1.4445920948037363,180,False
60,0.02,2007Q4,reversal,282,-1.508026945943192,230,1.508026945943192,230,False
60,0.02,2008Q1,reversal,346,-1.0386375695659342,290,1.0386375695659342,290,False
60,0.02,2008Q2,reversal,407,-1.066781053800907,347,1.066781053800907,347,False
60,0.02,2008Q3,reversal,471,-1.0884512059576281,406,1.0884512059576281,406,False
60,0.02,2008Q4,reversal,535,-0.5999765468008039,460,0.5999765468008039,460,False
60,0.02,2009Q1,reversal,599,-0.6650368548371023,524,0.6650368548371023,524,False
60,0.02,2009Q2,reversal,660,-0.5117599329954934,582,0.5117599329954934,582,False
60,0.02,2009Q3,reversal,723,-0.6351324335979724,633,0.6351324335979724,633,False
60,0.02,2009Q4,reversal,787,-0.7451730285557745,697,0.7451730285557745,697,False
60,0.02,2010Q1,reversal,851,-0.5988425768144066,758,0.5988425768144066,758,False
60,0.02,2010Q2,reversal,912,-0.6262906847154682,806,0.6262906847154682,806,False
60,0.02,2010Q3,reversal,975,-0.5712321329261255,863,0.5712321329261255,863,False
60,0.02,2010Q4,reversal,1039,-0.5703742714894298,913,0.5703742714894298,913,False
60,0.02,2011Q1,reversal,1103,-0.5065664127791386,977,0.5065664127791386,977,False
60,0.02,2011Q2,reversal,1165,-0.5473623533995259,1018,0.5473623533995259,1018,False
60,0.02,2011Q3,reversal,1228,-0.5897193496626151,1080,0.5897193496626151,1080,False
60,0.02,2011Q4,reversal,1292,-0.6504656036394978,1134,0.6504656036394978,1134,False
60,0.02,2012Q1,reversal,1355,-0.6143566878057383,1189,0.6143566878057383,1189,False
60,0.02,2012Q2,reversal,1417,-0.5982832851687003,1243,0.5982832851687003,1243,False
60,0.02,2012Q3,reversal,1480,-0.5625491020847532,1306,0.5625491020847532,1306,False
60,0.02,2012Q4,reversal,1543,-0.4722070137878225,1362,0.4722070137878225,1362,False
60,0.02,2013Q1,reversal,1605,-0.5145069563558978,1417,0.5145069563558978,1417,False
60,0.02,2013Q2,reversal,1665,-0.41602585264117803,1477,0.41602585264117803,1477,False
60,0.02,2013Q3,reversal,1729,-0.25911468951118316,1541,0.25911468951118316,1541,False
60,0.02,2013Q4,reversal,1793,-0.28386559512365034,1601,0.28386559512365034,1601,False
60,0.02,2014Q1,reversal,1857,-0.2603526858111467,1662,0.2603526858111467,1662,False
60,0.02,2014Q2,reversal,1918,-0.3142655909402005,1719,0.3142655909402005,1719,False
60,0.02,2014Q3,reversal,1981,-0.3463788831179997,1774,0.3463788831179997,1774,False
60,0.02,2014Q4,reversal,2045,-0.3289560497504195,1834,0.3289560497504195,1834,False
60,0.02,2015Q1,reversal,2109,-0.2972887513395508,1898,0.2972887513395508,1898,False
60,0.02,2015Q2,reversal,2170,-0.4033128931692374,1949,0.4033128931692374,1949,False
60,0.02,2015Q3,reversal,2233,-0.4048718583491377,2001,0.4048718583491377,2001,False
60,0.02,2015Q4,reversal,2297,-0.3463158698149404,2065,0.3463158698149404,2065,False
60,0.02,2016Q1,reversal,2361,-0.4342237146930809,2119,0.4342237146930809,2119,False
60,0.02,2016Q2,reversal,2422,-0.37006091675932673,2178,0.37006091675932673,2178,False
60,0.02,2016Q3,reversal,2486,-0.24582739384456387,2242,0.24582739384456387,2242,False
60,0.02,2016Q4,reversal,2550,-0.24907565071909596,2298,0.24907565071909596,2298,False
60,0.02,2017Q1,reversal,2613,-0.23340462826318462,2361,0.23340462826318462,2361,False
60,0.02,2017Q2,reversal,2675,-0.28407948924757265,2416,0.28407948924757265,2416,False
60,0.02,2017Q3,reversal,2738,-0.28418810328020017,2464,0.28418810328020017,2464,False
60,0.02,2017Q4,reversal,2801,-0.294619021182977,2511,0.294619021182977,2511,False
60,0.02,2018Q1,reversal,2864,-0.2965329166529183,2553,0.2965329166529183,2553,False
60,0.02,2018Q2,reversal,2925,-0.3297202612237734,2596,0.3297202612237734,2596,False
60,0.02,2018Q3,reversal,2989,-0.34224453238465413,2643,0.34224453238465413,2643,False
60,0.02,2018Q4,reversal,3052,-0.3071850905237982,2701,0.3071850905237982,2701,False
