entry_date,exit_date,direction,entry_price,exit_price,shares,entry_notional,exit_notional,commission_paid,slippage_cost,gross_pnl,net_pnl,return_pct,holding_days
2011-07-01,2011-07-05,-1,46.8815475,48.445210499999995,2248.0,105389.71878000001,108904.833204,22.48,107.14642399998405,-3515.1144239999803,-3537.5944239999803,-0.03356678872428413,1
2011-07-06,2011-07-07,-1,48.99948800000001,49.161568499999994,2079.0,101869.93555200001,102206.9009115,20.79,102.03835949997524,-336.9653594999743,-357.7553594999743,-0.003511883634375682,1
2011-07-08,2011-07-11,-1,49.113431,48.62029799999999,2067.0,101517.461877,100498.15596599998,20.67,101.00808899998805,1019.3059110000153,998.6359110000153,0.009837085093892289,1
2011-07-12,2011-07-13,-1,50.072951,51.817896,2047.0,102499.33069700001,106071.233112,20.47,104.28441499998277,-3571.902414999988,-3592.372414999988,-0.0350477646104779,1
2011-07-14,2011-07-15,-1,51.3912915,52.1410575,1925.0,98928.2361375,100371.5356875,19.25,99.64955000000124,-1443.299550000002,-1462.549550000002,-0.014783944474327931,1
2011-07-18,2011-07-19,-1,52.9185275,52.176075,1841.0,97423.0091275,96056.154075,18.41,96.73994749999218,1366.855052500011,1348.445052500011,0.01384113531881638,1
2011-07-20,2011-07-21,1,52.72635,52.411781000000005,1874.0,98809.17989999999,98219.67759400001,18.740000000000002,98.51430599998352,-589.5023059999844,-608.2423059999844,-0.006155726690734172,1
2011-07-22,2011-07-25,-1,53.0584575,52.6653195,1850.0,98158.14637500001,97430.841075,18.5,97.79469999999542,727.3053000000008,708.8053000000008,0.007221054249456844,1
2011-07-26,2011-07-27,-1,52.647663,51.1185465,1878.0,98872.311114,96000.630327,18.78,97.43721299999119,2871.680787000001,2852.900787000001,0.028854395683242398,1
2011-07-28,2011-07-29,-1,50.75361050000001,49.694835,2005.0,101760.98905250001,99638.144175,20.05,100.70012249998331,2122.84487750002,2102.79487750002,0.020664056993541572,1
2011-08-01,2011-08-02,-1,50.098938000000004,51.070522499999996,2073.0,103855.09847400001,105869.1931425,20.73,104.86166849998395,-2014.0946684999826,-2034.8246684999826,-0.019592920313001274,1
2011-08-03,2011-08-04,-1,51.6791475,48.8294025,1970.0,101807.920575,96193.922925,19.7,99.00234999999988,5613.9976499999975,5594.297649999998,0.05494953259436021,1
2011-08-05,2011-08-08,1,48.4191975,48.335820000000005,2218.0,107393.78005500001,107208.84876000001,22.18,107.30129499998613,-184.93129499999432,-207.11129499999433,-0.0019285222560741003,1
2011-08-09,2011-08-10,-1,50.386794,52.032002999999996,2128.0,107223.097632,110724.102384,21.28,108.97275199998501,-3501.0047519999875,-3522.2847519999877,-0.03285005590949077,1
2011-08-11,2011-08-12,-1,52.263855,51.76587,1984.0,103691.48832,102703.48608,19.84,103.19775999999456,988.0022399999998,968.1622399999998,0.009336949981971284,1
2011-08-15,2011-08-16,-1,53.163405,52.648311,1968.0,104625.58103999999,103611.876048,19.68,104.11900800000024,1013.7049919999955,994.0249919999956,0.009500783480666781,1
2011-08-17,2011-08-18,-1,53.0404665,52.194084,1992.0,105656.609268,103970.615328,19.92,104.81405999999333,1685.9939400000085,1666.0739400000084,0.015768762139375305,1
2011-08-19,2011-08-22,-1,53.46025650000001,55.6368045,2007.0,107294.73479550002,111663.0666315,20.07,109.47783599997959,-4368.331835999979,-4388.401835999979,-0.040900439750041026,1
2011-08-23,2011-08-24,-1,53.65216050000001,52.360167,1918.0,102904.84383900001,100426.80030599999,19.18,101.66646699997692,2478.043533000021,2458.863533000021,0.023894536362613225,1
2011-08-25,2011-08-26,-1,53.311331,54.605289,1977.0,105396.50138700001,107954.656353,19.77,106.67496599998893,-2558.154965999993,-2577.9249659999928,-0.024459303032595383,1
2011-08-29,2011-08-30,-1,54.070951,55.033502999999996,1901.0,102788.877851,104618.68920299999,19.01,103.70335199998848,-1829.8113519999908,-1848.8213519999908,-0.01798658950903222,1
2011-08-31,2011-09-01,-1,54.8215755,55.4266995,1841.0,100926.52049550001,102040.5537795,18.41,101.4832839999856,-1114.0332839999935,-1132.4432839999936,-0.011220472859266813,1
2011-09-02,2011-09-06,-1,56.707632,57.069520499999996,1760.0,99805.43231999999,100442.35608,17.6,100.12375999999904,-636.9237599999985,-654.5237599999986,-0.006557997343285278,1
2011-09-07,2011-09-08,-1,57.135418,58.241106,1735.0,99129.95023,101048.31891,17.35,100.088679999998,-1918.3686800000012,-1935.718680000001,-0.01952708213318752,1
