entry_date,exit_date,direction,entry_price,exit_price,shares,entry_notional,exit_notional,commission_paid,slippage_cost,gross_pnl,net_pnl,return_pct,holding_days
2006-06-21,2006-06-22,1,30.481233,30.212886000000005,3280.0,99978.44424,99098.26608000002,199.07671032000002,99.53815999998511,-880.1781599999836,-1079.2548703199836,-0.01079487562068093,1
2006-06-23,2006-06-26,1,30.803393999999997,31.059462500000002,3211.0,98909.69813399999,99731.9340875,198.6416322215,99.32104649998111,822.2359535000157,623.5943212785157,0.006304683292367228,1
2006-06-27,2006-06-28,1,30.1240545,29.991996500000003,3304.0,99529.876068,99093.55643600001,198.623432504,99.31163199998946,-436.3196319999905,-634.9430645039905,-0.00637942183380385,1
2006-06-29,2006-06-30,1,32.230107,32.825579,3068.0,98881.96827599999,100708.876372,199.59084464799997,99.79590399999762,1826.9080960000028,1627.3172513520028,0.01645716888249862,1
2006-07-05,2006-07-06,-1,33.3942945,33.7078455,3010.0,100516.826445,101460.614955,201.9774414,100.98850999998696,-943.7885099999904,-1145.7659513999904,-0.011398747771119908,1
2006-07-07,2006-07-10,-1,33.105439000000004,32.8334085,3002.0,99382.52787800001,98565.89231699999,197.94842019499998,98.97443899997896,816.6355610000202,618.6871408050201,0.0062253109677840755,1
2006-07-11,2006-07-12,-1,33.725129,33.528756,2965.0,99995.00748500001,99412.76154,199.40776902500002,99.70405499998705,582.2459450000036,382.83817597500365,0.0038285729018264457,1
2006-07-13,2006-07-14,-1,32.486748500000004,33.028506,3090.0,100384.05286500002,102058.08354,202.44213640500004,101.22067499998558,-1674.0306749999866,-1876.4728114049867,-0.018692937352594568,1
2006-07-17,2006-07-18,-1,31.770107000000003,31.423704,3100.0,98487.33170000001,97413.48240000001,195.90081410000002,97.95069999999342,1073.849300000007,877.9484859000069,0.008914329089291458,1
2006-07-19,2006-07-20,-1,32.5627105,31.270627499999996,3052.0,99381.392446,95437.95512999999,194.81934757599998,97.41068399998908,3943.437316000016,3748.617968424016,0.037719515456184315,1
2006-07-21,2006-07-24,-1,30.450767000000003,31.151567999999997,3387.0,103136.74782900001,105510.36081599999,208.647108645,104.32298699998898,-2373.6129869999827,-2582.260095644983,-0.025037245695650124,1
2006-07-26,2006-07-27,-1,32.5027405,31.8569205,3093.0,100530.9763665,98533.4551065,199.064431473,99.53273999999,1997.5212600000016,1798.4568285270016,0.01788957884951272,1
2006-07-28,2006-07-31,-1,32.86356000000001,32.892438,3114.0,102337.12584000002,102427.051932,204.76417777200004,102.38209199998951,-89.92609199997429,-294.69026977197433,-0.0028796027575829198,1
2006-08-03,2006-08-04,-1,33.733125,33.6137985,3025.0,102042.703125,101681.7404625,203.7244435875,101.86233749999704,360.962662499999,157.238218912499,0.0015409060530265036,1
2006-08-08,2006-08-09,-1,33.725129,34.375178999999996,3031.0,102220.865999,104191.16754899999,206.412033548,103.20554999998022,-1970.3015499999792,-2176.7135835479794,-0.021294219749314915,1
2006-08-10,2006-08-11,-1,33.7161335,32.900442,2967.0,100035.76809449999,97615.611414,197.65137950849999,98.82631949999066,2420.1566804999993,2222.505300991499,0.022217106374311863,1
2006-08-16,2006-08-17,-1,33.239372,32.552268,3076.0,102244.30827200001,100130.77636799999,202.37508464,101.18809599998099,2113.5319040000154,1911.1568193600153,0.01869206072846397,1
2006-08-18,2006-08-21,-1,32.486748500000004,34.191086999999996,3206.0,104152.51569100001,109616.62492199999,213.769140613,106.88323099997488,-5464.109230999973,-5677.878371612973,-0.054515038200883395,1
2006-08-22,2006-08-23,-1,34.3518155,34.285134,2867.0,98486.6550385,98295.479178,196.7821342165,98.3911394999934,191.17586050000398,-5.60627371649602,-5.6924196626481406e-05,1
2006-08-24,2006-08-25,-1,33.70813750000001,33.944964,2921.0,98461.46963750002,99153.239844,197.61470948150003,98.80720649998958,-691.7702064999775,-889.3849159814774,-0.009032821866826437,1
2006-08-28,2006-08-29,-1,33.147418,33.3936885,2944.0,97585.998592,98311.01894400001,195.89701753600002,97.94835200000125,-725.0203520000041,-920.9173695360041,-0.009436982587904777,1
2006-08-31,2006-09-01,1,34.4462145,34.6576625,2806.0,96656.077887,97249.400975,193.905478862,96.95291199999416,593.3230879999921,399.41760913799214,0.004132358956308455,1
2006-09-05,2006-09-06,-1,35.7091365,35.405694,2718.0,97057.433007,96232.67629199999,193.290109299,96.64528499998889,824.7567150000074,631.4666057010074,0.006506112784329095,1
2006-09-07,2006-09-08,-1,34.166908,33.24061199999999,2859.0,97683.189972,95034.90970799998,192.71809967999997,96.35973599998019,2648.2802640000223,2455.5621643200225,0.025138021854362938,1
2006-09-12,2006-09-13,1,30.6002925,30.8575635,3273.0,100154.75735249999,100996.8053355,201.15156268799998,100.57601699999131,842.0479830000095,640.8964203120095,0.006399061185444646,1
2006-09-14,2006-09-15,1,29.631808499999998,29.9080385,3402.0,100807.41251699999,101747.146977,202.554559494,101.27753999998515,939.7344600000059,737.1799005060059,0.007312754906606586,1
2006-09-18,2006-09-19,1,30.6663255,29.415285,3311.0,101536.2037305,97394.008635,198.9302123655,99.46409549999457,-4142.195095499995,-4341.1253078654945,-0.04275445750747015,1
2006-09-20,2006-09-21,1,29.139562499999997,29.517234000000002,3335.0,97180.4409375,98439.97539,195.6204163275,97.81054749998253,1259.5344525000176,1063.9140361725176,0.010947820630457485,1
2006-09-22,2006-09-25,1,29.67483,29.297344000000002,3311.0,98253.36213,97003.505984,195.25686811399999,97.62814599999525,-1249.856145999992,-1445.113014113992,-0.014708026094841911,1
2006-09-26,2006-09-27,1,30.252118499999998,30.806589000000002,3200.0,96806.77919999999,98581.08480000001,195.387864,97.69439999998895,1774.3056000000138,1578.9177360000137,0.016309991397792666,1
2006-09-28,2006-09-29,1,30.549266999999997,30.238873,3221.0,98399.189007,97399.409933,195.79859893999998,97.89907399999223,-999.7790739999845,-1195.5776729399845,-0.012150279743209393,1
2006-10-02,2006-10-03,1,30.337161,28.3808025,3204.0,97200.263844,90932.09121,188.13235505400002,94.06463399999096,-6268.17263399999,-6456.30498905399,-0.06642271053313119,1
2006-10-04,2006-10-05,1,28.672329,29.3483185,3165.0,90747.921285,92887.4280525,183.63534933750003,91.81823249999454,2139.5067675,1955.8714181625,0.02155279581578462,1
2006-10-06,2006-10-09,1,29.1815835,28.9325265,3176.0,92680.709196,91889.70416400001,184.57041336,92.28503199998272,-791.0050319999904,-975.5754453599903,-0.01052619745600841,1
2006-10-10,2006-10-11,1,29.2496175,28.677654,3136.0,91726.80048,89933.122944,181.659923424,90.82953599999905,-1793.6775359999967,-1975.3374594239967,-0.02153500884242329,1
2006-10-12,2006-10-13,1,29.5297575,30.2898475,3039.0,89740.9330425,92050.8465525,181.79177959499998,90.89648999999221,2309.9135100000053,2128.121730405005,0.023714058437493152,1
2006-10-18,2006-10-19,-1,29.899043000000002,30.8884365,3073.0,91879.759139,94920.1653645,186.7999245035,93.39922549999648,-3040.4062254999953,-3227.206150003495,-0.03512423389270347,1
2006-10-20,2006-10-23,-1,30.397793500000002,30.566275499999996,2916.0,88639.965846,89131.259358,177.77122520400002,88.8855119999874,-491.29351199998194,-669.064737203982,-0.0075481159183476195,1
